"","SAMPLE_NUMBER","NAME","ENTRY.y","C: 10_0","C: 10_1 w1 cis","C: 11_0","C: 12_0","C: 12_1 w3 cis","C: 12_1 w6 cis","C: 12_1 w9 cis","C: 14_0","C: 14_0 iso","C: 14_1 w5 cis","C: 15_0","C: 15_0 ante-iso","C: 15_1 w5 cis","C: 16_0","C: 16_0 iso","C: 16_1 trans","C: 16_1 trans+ (Raw)","C: 16_1 trans++ (Raw)","C: 16_1 trans+++ (Raw)","C: 16_1 trans++++ (Raw)","C: 16_1 w7 cis","C: 17_0","C: 17_0 ante-iso","C: 17_0 iso","C: 17_1 w7 cis","C: 18_0","C: 18_0 iso","C: 18_1 cis","C: 18_1 cis++ (Raw)","C: 18_1 cis+++ (Raw)","C: 18_1 trans","C: 18_1 trans++ (Raw)","C: 18_1 trans+++ (Raw)","C: 18_1 w9 cis+ (Raw)","C: 18_1 w9 trans+ (Raw)","C: 18_2 cis9 trans12","C: 18_2 conj","C: 18_2 trans9 cis12","C: 18_2 w6 cis","C: 18_2 w6 trans","C: 18_3 trans","C: 18_3 trans+ (Raw)","C: 18_3 trans++ (Raw)","C: 18_3 trans+++ (Raw)","C: 18_3 w3 cis","C: 18_3 w6 cis","C: 18_4 w3","C: 20_0","C: 20_1 w9 cis","C: 20_2 w6 cis","C: 20_3 w3 cis","C: 20_3 w6 cis","C: 20_4 w3","C: 20_4 w6 cis","C: 20_5 w3 cis","C: 21_5 w3","C: 22_0","C: 22_1 w9 cis","C: 22_2 w6 cis","C: 22_5 w3","C: 22_5 w6","C: 22_6 w3 cis","C: 24_0","C: 24_1 w9 cis","C: 4_0","C: 6_0","C: 8_0"
"70",9853711,"FAME02-17-0149","SHIM_4703_B","1.4","0","0","11.349","0","0","0","4.974","0","0.028","0.064","0","0","8.66","0","0.022","0","0","0.022","0","0.16","0.078","0","0","0.045","3.713","0","45.71","0.697","","0.08","0","0.046","45.003","0.034","0","0","0","18.11","0","0","0","0","0","1.553","0.096","0","0.286","0.203","0.033","0","0.029","0","0.329","0.088","0","0.547","0","0.037","0.028","0","0.376","0.278","0.027","","0.124","1.557"
"71",9862332,"FAME02-17-0151","SHIM_4703_B","1.355","0","0","11.256","0","0","0","4.99","0","0.029","0.062","0","0","8.601","0","","","","0.025","0","0.161","0.075","0.011","0.013","0.044","3.677","0","46.119","0.696","","0.081","0","0.053","45.416","0.028","","0.029","0","17.98","","0","0","0","0","1.536","0.096","0","0.251","0.206","0.031","0","0.027","0","0.326","0.087","0","0.547","0","0.04","0.023","0","0.373","0.306","0.024","0","0.117","1.465"
"72",9862344,"FAME02-17-0152","SHIM_4703_B","1.418","0","0","11.58","0","0","0","5.037","0","0.027","0.063","0","0","8.561","0","0.023","0","0","0.023","0","0.165","0.077","0.009","0.012","0.045","3.639","0","45.793","0.689","","0.078","0","0.045","45.099","0.033","0","0.037","0","17.942","0","0","0","0","0","1.541","0.097","0","0.237","0.203","0.03","0","0.029","0","0.319","0.086","0","0.539","0","0.031","0.022","0","0.375","0.263","0.022","","0.122","1.554"
"73",9865884,"FAME02-17-0153","SHIM_4703_B","1.392","0","0","11.364","0","0","0","5.021","0","0.029","0.064","0","0","8.739","0","0.025","0","0","0.025","0","0.162","0.077","0.014","0.015","0.045","3.708","0","45.626","0.697","","0.078","0","0.051","44.923","0.027","0","0.035","0","18.107","0","0","0","0","0","1.557","0.093","0","0.251","0.201","0.031","0","0.031","0","0.317","0.086","0","0.543","","0.036","0.024","0","0.368","0.275","0.022","0","0.122","1.528"
"74",9865892,"FAME02-17-0154","SHIM_4703_B","1.467","0","0","11.639","0","0","0","4.993","0","0.029","0.064","0","0","8.636","0","0.023","0","0","0.023","0","0.164","0.075","0","0","","3.654","0","45.37","0.691","","0.064","0","0.031","44.672","0.033","0","","0","18.138","0","0","0","0","0","1.59","0.098","0","","0.197","0.029","0","0.032","0","0.32","0.091","0","0.548","0","0.032","","0","0.371","0.281","0.023","0","0.122","1.617"
"75",9870560,"FAME02-17-0155","SHIM_4703_B","1.344","0","0","11.196","0","0","0","4.999","0","0.028","0.062","0","0","8.689","0","0.024","0","0","0.024","0","0.161","0.077","0","0.017","0.044","3.704","0","46.066","0.692","0","0.074","0.024","0.024","45.374","0.026","0","0.032","0","18.168","0","0","0","0","0","1.562","0","0","0.26","0.203","0.027","0","0.03","0","0.304","0.082","0","0.541","0","","0.022","0","0.344","0.297","0.023","0","0.119","1.451"
"76",9870574,"FAME02-17-0156","SHIM_4703_B","1.368","0","0","11.202","0","0","0","4.932","0","0.027","0.063","0","0","8.632","0","0.025","0","0","0.025","0","0.161","0.076","0","0.024","0.045","3.684","0","45.992","0.7","0","","0","0","45.292","0.03","0","0","","18.273","0","0","0","0","0","1.568","0","0","0.28","0.201","0.033","0","0.028","0","0.303","0.081","0","0.549","0","0.035","0.025","0","0.356","0.304","0.023","","0.119","1.5"
"77",9880038,"FAME02-17-0157","SHIM_4703_B","1.349","0","0","11.234","0","0","0","4.97","0","0.026","0.063","0","0","8.647","0","0.023","0","0","0.023","0","0.16","0.077","0.014","0.02","0.046","3.634","0","46.119","0.689","","0.085","0","0.054","45.424","0.031","0","0.028","0","18.157","0","0","0","0","0","1.544","0.094","0","0.242","0.193","0.031","0","0.028","0","0.315","0.084","0","0.53","0","0.033","0.025","0","0.362","0.275","0.02","0","0.119","1.455"
"78",9882329,"FAME02-17-0158","SHIM_4703_B","1.345","0","0","11.13","0","0","0","4.942","0","0.026","0.063","0","0","8.611","0","0.025","0","0","0.025","0","0.16","0.08","0.021","0.02","0.045","3.694","0","46.28","0.699","0","0.081","0","0.049","45.581","0.032","0","0.031","0","18.186","0","0","0","0","0","1.553","0","0","0.247","0.196","0.028","0","0.029","0","0.304","0.082","0","0.537","0","0.034","0.025","0","0.355","0.277","0.021","0","0.117","1.454"
"79",9882339,"FAME02-17-0158","SHIM_4703_B","","","","","","","","","","","","","","","","","0","0","0.019","0","","","","","","","","","0.668","0","","0","0","","0.034","","","","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"80",9882339,"FAME02-17-0158","SHIM_4703_B","","0","0","","0","0","0","","0","","","0","0","","0","0.019","","","","","","","0.023","0","","","0","","","","","","","","","0","0","0","","0","0","","","","","0","0","0.243","","0.018","0","","0","","0.086","0","","0","0.029","","0","","0.253","","0","",""
"81",9882348,"FAME02-17-0159","SHIM_4703_B","1.419","0","0","11.494","0","0","0","5.024","0","0.028","0.061","0","0","8.67","0","0.024","0","0","0.024","0","0.162","0.077","0","0","0.045","3.648","0","45.659","0.692","","","0","0","44.957","0.035","0","0.032","0","18.078","0","0","0","0","0","1.556","0.097","0","0.247","0.195","0.031","0","0.029","0","0.313","0.085","0","0.546","0","0.033","0.024","0","0.369","0.279","0.021","","0.125","1.56"
"82",9892791,"FAME02-17-0160","SHIM_4703_B","1.373","0","0","11.325","0","0","0","4.981","0","0.026","0.062","0","0","8.568","0","0.022","0","0","0.022","0","0.158","0.075","0.013","0.02","0.045","3.687","0","46.083","0.684","0","0.082","0.021","0.027","45.399","0.034","0","0","0","18.063","0","0","0","0","0","1.534","0","0","0.28","0.199","0.028","0","0.028","0","0.323","0.084","0","0.535","0","0.039","0.022","0","0.371","0.306","0.021","","0.119","1.5"
"83",9892814,"FAME02-17-0161","SHIM_4703_B","1.364","0","0","11.146","0","0","0","4.912","0","0.028","0.063","0","0","8.512","0","0.023","0","0","0.023","0","0.158","0.076","0","0.02","0.046","3.71","0","46.275","0.697","0","","0","0","45.578","0.033","0","0","0","18.152","0","0","0","0","0","1.557","0","0","0.287","0.204","0.025","0","0.03","0","0.327","0.085","0","0.555","0","0.039","0.023","0","0.373","0.305","0.023","","0.12","1.504"
"84",9896079,"FAME02-17-0162","SHIM_4703_B","1.382","0","0","11.357","0","0","0","4.976","0","0.025","0.064","0","0","8.583","0","0.024","0","0","0.024","0","0.16","0.076","0","0.019","0.042","3.701","0","45.943","0.687","0","","0","0","45.256","0.024","0","0","0","18.1","0","0","0","0","0","1.54","0.093","0","0.284","0.201","0.028","0","0.033","0","0.313","0.086","0","0.53","0","0.041","0.025","0","0.357","0.291","0.019","","0.124","1.534"
"85",9896082,"FAME02-17-0163","SHIM_4703_B","1.381","0","0","11.014","0","0","0","4.87","0","0.026","0.058","0","0","8.48","0","0.023","0","0","0.023","0","0.158","0.075","0.013","0.019","0.044","3.75","0","46.304","0.698","0","0.073","0","0.042","45.606","0.031","0","0","0","18.123","0","0","0","0","0","1.545","0","0","0.286","0.208","0.028","0","0.029","0","0.32","0.085","0","0.561","0","0.044","0.024","0","0.368","0.306","","","0.133","1.631"
"86",9903569,"FAME02-17-0164","SHIM_4703_B","1.359","0","0","11.264","0","0","0","4.948","0","0.028","0.06","0","0","8.561","0","0.023","0","0","0.023","0","0.157","0.075","0","0.019","0.042","3.694","0","46.143","0.694","0","","0","0","45.449","0.032","","0","0","18.138","0","0","0","0","0","1.537","0.093","0","0.282","0.199","0.028","0","0.03","0","0.301","0.082","0","0.531","0","0.039","0.023","0","0.349","0.285","0.02","","0.119","1.484"
"87",9903601,"FAME02-17-0165","SHIM_4703_B","1.367","0","0","11.292","0","0","0","4.984","0","0.026","0.063","0","0","8.594","0","","0","0","","0","0.161","0.076","0","0.022","0.045","3.72","0","46.101","0.705","0","0.077","0","0.051","45.396","0.026","0","0","0","18.093","0","0","0","0","0","1.54","0","0","0.283","0.202","0.025","0","0.032","0","0.312","0.087","0","0.53","0","0.041","0.023","0","0.359","0.295","0.018","","0.119","1.49"
"88",9918472,"FAME02-17-0166","SHIM_4703_B","1.354","0","0","11.116","0","0","0","4.905","0","0.027","0.062","0","0","8.527","0","0.024","0","0","0.024","0","0.159","0.076","0","0.02","0.043","3.716","0","46.209","0.695","0","0.076","0","0.043","45.514","0.033","0","0","0","18.114","0","0","0","0","0","1.545","0.095","0","0.287","0.202","0.03","0","0.027","0","0.32","0.089","0","0.558","0","0.043","0.024","0","0.371","0.303","0.02","","0.12","1.503"
"89",9928918,"FAME02-17-0167","SHIM_4703_B","1.271","0","0","10.831","0","0","0","4.885","0","0.027","0.062","0","0","8.565","0","","0","0","","0","0.164","0.076","0","0.018","0.043","3.75","0","46.944","0.7","0","","0","0","46.244","","0","0","0","18.184","0","0","0","0","0","1.536","0","0","0.287","0.208","0","0","","0","0.327","0.088","0","0.569","0","","","0","0.378","0.313","","0","0.109","1.366"
"90",9934263,"FAME02-17-0168","SHIM_4703_B","1.325","0","0","11.053","0","0","0","4.93","0","0.028","0.059","0","0","8.505","0","0.022","0","0","0.022","0","0.154","0.074","0","0.019","0.043","3.691","0","46.625","0.69","0","0.066","0.017","0.022","45.935","0.027","0","0","0","17.987","0","0","0","0","0","1.508","0","0","0.287","0.213","0.026","0","0.03","0","0.316","0.085","0","0.562","0","0.042","0.021","0","0.365","0.312","0.02","","0.12","1.481"
"91",9934339,"FAME02-17-0169","SHIM_4703_B","1.306","0","0","10.996","0","0","0","4.913","0","0.024","0.06","0","0","8.484","0","0.024","0","0","0.024","0","0.156","","0.008","0.019","0.044","3.683","0","46.646","0.69","","0.067","0.033","0","45.945","0.034","","0","0","17.985","","0","0","0","0","1.522","0.098","0","0.291","0.207","0.027","0","0.028","0","0.313","0.088","0","0.566","","0.042","0.021","0","0.374","0.308","0.023","","0.116","1.415"
"92",9938727,"FAME02-17-0170","SHIM_4703_B","1.378","0","0","11.184","0","0","0","4.924","0","0.027","0.063","0","0","8.737","0","0.025","0","0","0.025","0","0.16","0.076","0","0","0.05","3.746","0","45.649","0.697","","0.077","0.021","0.023","44.945","0.033","0","0","0","18.38","0","0","0","0","0","1.576","0","0","0.291","0.201","0.029","0","0.033","0","0.303","0.082","0","0.558","0","0.044","0.027","0","0.357","0.306","0.022","","0.124","1.538"
"93",9947670,"FAME02-17-0171","SHIM_4703_B","1.267","0","0","10.807","0","0","0","4.895","0","0.026","0.062","0","0","8.604","0","0.023","0","0","0.023","0","0.159","0.077","0","0","0.043","3.744","0","46.727","0.693","","0.074","0.021","0.024","46.027","0.029","0","0","0","18.135","0","0","0","0","0","1.534","0","0","0.29","0.207","0.03","0","0.027","0","0.324","0.084","0","0.573","0","","0.025","0","0.381","0.317","0.023","","0.11","1.355"
"94",9947711,"FAME02-17-0172","SHIM_4703_B","1.363","0","0","11.1","0","0","0","4.897","0","0.026","0.061","0","0","8.595","0","0.025","0","0","0.025","0","0.16","0.077","0","0.021","0.048","3.718","0","46.082","0.694","0","","0","0","45.388","0.032","0","0","0","18.153","0","0","0","0","0","1.557","0.096","0","0.292","0.208","0.029","0","0.032","0","0.323","0.09","0","0.571","0","0.045","0.024","0","0.38","0.316","0.021","","0.12","1.505"
"95",9951962,"FAME02-17-0173","SHIM2010P_B","1.309","0","0","10.889","0","0","0","4.866","0","0.027","0.061","0","0","8.686","0","0.025","0","","","0","0.164","0.077","0.02","0.022","0.044","3.752","0","46.206","0.713","","0.108","0","0.075","45.48","0.033","0","0","0","18.313","0","0","0","0","0","1.58","0","0","0.28","0.208","0.017","0","0.031","0","0.313","0.09","0","0.569","0","0.037","0.02","0","0.374","","0.023","0","0.113","1.41"
"96",9959055,"FAME02-17-0174","SHIM2010P_B","1.317","0","0","10.88","0","0","0","4.833","0","0.026","0.06","0","0","8.549","0","","0","","","0","0.165","0.076","0.017","0.015","0.043","3.758","0","46.498","0.706","0","0.105","","0","45.792","0.034","0","0.023","0","18.287","0","0","0","0","0","1.568","0","","0.254","0.202","0","0","0.034","0","0.319","0.088","0","0.543","0","0.039","0.023","0","0.373","0.277","0.023","0","0.114","1.442"
"97",9963913,"FAME02-17-0175","SHIM2010P_B","1.25","0","0","10.668","0","0","","4.86","0","0.027","0.061","0","0","8.71","0","","0","","0.026","0","0.164","0.077","0.018","0.019","0.042","3.775","0","46.526","0.709","0","0.113","","0","45.817","","0","0.027","0","18.179","0","0","0","0","0","1.545","0.085","0","0.268","","0","0","0.031","0","0.327","0.087","0","0.582","","0.039","","0","0.376","0.32","0.026","0","","1.34"
"98",9972117,"FAME02-17-0176","SHIM_4703_B","1.361","0","0","11.025","0","0","0","4.879","0","0.026","0.061","0","0","8.568","0","0.027","0","0","0.025","","0.161","0.078","0","0.02","0.045","3.758","0","46.146","0.714","","","0","0","45.425","","0","0.029","0","18.297","0","0","0","0","0","1.599","0","0","0.268","0.211","0.03","0","0.032","0","0.335","","0","0.588","0","0.039","0.025","0","0.398","","0.026","","0.114","1.468"
"99",9980221,"FAME02-17-0178","SHIM_4703_B","1.484","0","0","11.351","0","0","0","4.911","0","0.027","0.061","","0","8.524","0","0.023","0","0","0.023","0","0.163","0.077","0","0","0.044","3.66","0","45.467","0.699","0","","0","0","44.768","0.033","","0.021","0","18.181","","0","0","0","0","1.595","0.099","0","0.262","0.202","0.034","0","0.03","0","0.329","0.09","0","0.557","0","0.035","0.027","0","0.389","0.288","0.023","","",""
"100",9980222,"FAME02-17-0179","SHIM_4703_B","1.455","0","0","11.18","0","0","0","4.871","0","0.029","0.064","0","0","8.565","0","0.023","0","0","0.023","0","0.163","0.076","0","0.023","0.045","3.704","0","45.677","0.698","0","","0","0","44.979","0.035","0","0.025","0","18.279","0","0","0","0","0","1.603","0","0","0.264","0.207","0.032","0","0.032","0","0.321","0.086","0","0.571","0","0.037","0.025","0","0.385","0.283","0.023","","",""
"101",9989108,"FAME02-17-0180","SHIM_4703_B","1.347","0","0","11.001","0","0","0","4.905","0","0.025","0.06","0","0","8.575","0","0.025","0","","","0","0.164","0.078","0","0","0.045","3.715","0","46.164","0.705","0","","0","0","45.459","0.034","0","0","0","18.259","0","0","0","0","0","1.591","0","0","0.291","0.216","0.028","0","0.031","0","0.329","0.091","0","0.565","0","0.036","0.025","0","0.396","0.319","0.023","","0.123","1.505"
"102",9993782,"FAME02-17-0181","SHIM_4703_B","1.249","0","0","10.476","0","0","0","4.803","0","0.025","0.063","0","0","8.648","0","0.024","0","","","0","0.162","0.078","0","0.02","0.046","3.803","0","46.689","0.711","","","0","0","45.957","0.036","0","0","0","18.326","","0","0","0","0","1.563","0.098","0","","0.213","0.032","0","0.034","0","0.329","0.086","0","0.591","0","0.045","0.029","0","0.379","0.324","0.025","0","0.111","1.376"
"103",9998931,"FAME02-17-0182","SHIM_4703_B","1.242","0","0","10.443","0","0","0","4.78","0","0.026","0.06","0","0","8.528","0","0.023","0","","","0","0.159","0.077","0","0.018","0.046","3.817","0","46.867","0.713","","0.08","0.044","0","46.148","0.036","","0","0","18.296","","0","0","0","0","1.561","0.094","0","","0.209","0.033","0","0.028","0","0.326","0.087","0","0.578","0","0.043","0.024","0","0.381","0.319","0.025","","0.112","1.361"
"104",10008142,"FAME02-17-0183","SHIM_4307_F","1.349","0","0","11.058","0","0","0","4.948","0","0.024","0.064","0","0","8.589","0","0.022","0","0","0.022","0","0.167","0.076","0","0","","3.793","0","46.18","0.721","0","0.095","0","0.07","45.459","0.025","0","0.021","0","18.155","0","0","0","0","0","1.575","0","0","0.254","0.211","0","0","0.036","0","0.338","0.088","0","0.543","","0.03","0.025","0","0.386","0.29","0.027","0","0.121","1.463"
"105",10008187,"FAME02-17-0184","SHIM2010P_B","1.422","0","0","11.605","0","0","0","5.034","0","0.031","","0","0","8.655","0","","0","0","","0","0.161","","0","0","0.045","3.683","0","45.805","0.712","0","0.1","0","0.069","45.093","0.031","0","0.024","0","18.074","0","0","0","0","0","1.562","0","0","0.246","0.197","0","0","0.036","0","0.322","0.082","0","","0","0.034","","0","0.373","","","0","0.128","1.563"
"106",10012199,"FAME02-17-0185","SHIM_4307_F","1.405","0","0","11.124","0","0","0","4.905","0","0.025","0.064","0","0","8.55","0","0.022","0","0","0.022","0","0.163","0.078","0","0","0.048","3.782","0","45.938","0.729","0","0.118","0.027","0.056","45.209","0.035","","0","","18.126","","0","0","0","0","1.579","0.094","0","0.256","0.208","0","0","0.031","0","0.318","0.085","0","0.55","0","0.034","0.022","0","0.378","0.279","0.022","0","","1.619"
"107",10012258,"FAME02-17-0186","SHIM2010P_F","","0","0","","0","0","0","5.071","0","0.028","","0","0","8.558","0","","0","0","","0","0.164","0.076","0","0","0.051","3.593","0","45.293","0.69","0","0.088","0","0.06","44.603","0.028","0","0.03","0","18.135","0","0","0","0","0","1.588","0","0","0.236","0.189","0","0","0.028","0","0.307","0.085","0","0.496","0","0.027","0.019","0","0.363","0.245","0.021","0","0.133",""
"108",10016832,"FAME02-17-0187","SHIM_4307_F","1.325","0","0","11","0","0","0","4.935","0","0.025","0.062","0","0","8.596","0","0.023","0","0","0.023","0","0.162","0.077","0","0","0.049","3.801","0","46.271","0.723","0","0.094","0.022","0.043","45.548","0.029","0","0.025","0","18.153","0","0","0","0","0","1.574","0.101","0","0.259","0.215","0","0","0.027","0","0.321","0.085","0","0.545","0","0.034","0.021","0","0.379","0.283","0.019","0","0.117","1.419"
"109",10016836,"FAME02-17-0188","SHIM_4703_B","1.273","0","0","10.539","0","0","0","4.898","0","0.027","0.063","","0","8.666","0","","","0","0.024","0","0.165","0.079","0.018","0.017","0.046","3.865","0","46.404","0.735","0","0.099","0.03","0.036","45.669","0.033","0","0.029","0","18.183","0","0","0","0","0","1.589","0.104","0","0.278","","0.018","0","0.031","0","0.329","0.087","0","0.606","","0.039","0.025","0","0.397","0.315","0.027","0","0.11","1.377"
"110",10024967,"FAME02-17-0189","SHIM_4307_F","1.33","0","0","11.089","0","0","0","4.96","0","0.026","0.063","0","0","8.531","0","0.02","0","0","0.02","0","0.162","0.078","0","0","0.049","3.774","0","46.376","0.717","0","0.107","0.032","0.041","45.659","0.034","0","0.022","0","18.097","0","0","0","0","0","1.568","0","0","0.258","0.213","0","0","0.028","0","0.339","0.084","0","0.554","0","0.032","0.025","0","0.387","0.281","0.027","0","0.112","1.41"
"111",10025096,"FAME02-17-0190","SHIM_4703_B","1.248","0","0","10.377","0","0","0","4.841","0","0.027","0.063","","0","8.685","0","","","0","0.026","0","0.167","","0.018","0.017","0.045","","0","46.505","0.729","0","0.093","0","0.056","45.776","0.037","","0.03","0","18.326","","0","0","0","0","1.596","0","0","0.277","0.218","0.018","0","0.037","0","0.34","0.089","0","0.612","0","0.037","0.027","0","0.401","0.321","0.026","0","0.111","1.365"
"112",10027742,"FAME02-17-0191","SHIM_4307_F","1.334","0","0","11.176","0","0","0","4.986","0","0.027","0.062","0","0","8.457","0","0.023","0","0","","","0.153","0.077","0.017","0","0.046","3.716","0","46.508","0.719","0","0.097","0","0.067","45.789","0.03","","0.021","0","18.059","","0","0","0","0","1.564","0.099","0","0.251","0.21","0","0","0.027","0","0.3","","0","0.54","0","0.031","0.021","0","0.361","0.27","0.022","0","0.109","1.395"
"113",10032761,"FAME02-17-0192","SHIM_4307_F","1.407","0","0","11.469","0","0","0","5.058","0","0.029","0.064","0","0","8.673","0","0.023","0","0","0.023","0","0.159","0.079","0","0","0.046","3.77","0","45.612","0.72","0","0.098","0","0.072","44.892","0.026","0","0.033","0","18.131","0","0","0","0","0","1.588","0","0","0.25","0.209","0","0","0.029","0","0.32","0.085","0","0.526","0","0.034","","0","0.367","0.275","0.023","0","0.122","1.519"
"114",10032769,"FAME02-17-0193","SHIM_4307_F","1.286","0","0","10.713","0","0","0","4.923","0","0.027","0.065","","0","8.628","0","","","0","0.025","0","0.167","0.079","0.017","0.015","0.047","","0","46.293","","0","0.105","0","0.072","45.517","0.033","","0.037","0","18.369","","0","0","0","0","1.609","0","0","0.256","0.203","0.014","0","0.035","0","0.333","0.09","0","0.508","0","0.026","0.027","0","0.398","","0.021","0","0.111","1.375"
"115",10034228,"FAME02-17-0194","SHIM2010P_F","1.277","0.016","0","10.771","0","0","0","4.86","0","0.027","0.059","0","0","8.535","0","0.024","0","0","0.024","0","0.159","0.077","0","0","0.046","3.739","0","46.694","0.709","0","0.108","0.041","0.067","45.985","","0","0.025","0","18.236","0","0","0","0","0","1.561","0.088","0","0.262","0.203","0","0","0.028","0","0.327","0.083","0","0.569","0","0.043","0.02","0","0.373","0.301","0.022","0","0.105","1.36"
"116",10034229,"FAME02-17-0195","SHIM2010P_B","1.294","0","0","10.885","0","0","0","4.888","0","0.026","0.063","0","0","8.536","0","0.022","0","0","","","0.155","0.079","0","0","0.044","3.732","0","46.672","0.719","","0.092","0","0.064","45.941","0.028","","0.021","0","18.172","","0","0","0","0","1.562","0","0","0.255","0.207","0","0","0.031","0","0.325","0.085","0","0.585","0","0.039","0.023","0","0.388","0.301","","0","0.109","1.378"
"117",10038846,"FAME02-17-0196","SHIM2010P_F","1.258","0.023","0","10.625","0","0","0","4.832","0","0.026","0.061","0","0","8.561","0","","","","0.023","0","0.155","0.077","0","0","0.045","3.774","0","46.807","0.711","","0.106","0.021","0.064","46.09","","","0.027","0","18.283","","0","0","0","0","1.56","0","0","0.262","0.206","0","0","","0","0.321","0.085","0","0.587","","0.036","0.02","0","0.381","0.298","0.024","0","0.111","1.351"
"118",10043848,"FAME02-17-0197","SHIM2010P_B","1.242","0","0","10.625","0","0","0","4.854","0","0.027","0.062","0","0","8.664","0","0.021","0","0","","","0.157","0.078","0","0","0.049","3.775","0","46.646","","","0.112","0","0.074","","0.038","0","0.029","0","18.33","0","0","0","0","0","1.566","0.094","0","0.262","0.21","0","0","0.033","0","0.316","0.08","0","0.587","0","0.04","0.027","0","0.368","0.304","0.023","0","0.105","1.313"
"119",10055558,"FAME02-17-0198","SHIM2010P_B","1.281","0","0","10.85","0","0","0","4.915","0","0.029","0.064","0","0","","0","0.024","0","0","","","0.157","0.08","0","0","0.045","","0","","0.717","0","0.113","0","0.077","","0.036","0","0.035","0","","0","0","0","0","0","1.585","0.091","0","0.261","0.205","0","0","0.032","0","","0.076","0","0.569","0","0.041","0.027","0","","0.29","","0","0.115",""
"120",10055558,"FAME02-17-0198","SHIM2010P_B","","","","","","","","","","","","","","","","","","","","","","","","","","3.83","","45.942","","","","","","45.225","","","","","18.482","","","","","","","","","","","","","","","","","","","","","","","0.345","","","","","1.402"
"121",10059555,"FAME02-17-0199","SHIM2010P_F","1.262","0","0","10.623","0","0","0","4.836","0","0.025","0.06","0","0","8.625","0","0.023","0","0","0.023","0","0.163","0.079","0","0","0.049","3.783","0","46.823","0.717","0","0.099","0.035","0.064","46.106","","0","0.027","0","18.298","0","0","0","0","0","1.567","0","0","0.26","0.207","0","0","0.03","0","0.322","0.085","0","0.575","0","0.03","0.023","0","0.373","0.294","","0","0.111","1.349"
"122",10059565,"FAME02-17-0200","SHIM2010P_B","1.309","0.02","0","10.862","0","0","0","4.845","0","0.027","0.06","0","0","8.582","0","0.021","0","0","0.021","0","0.157","0.08","0","0","0.044","3.766","0","46.531","0.715","0","0.098","0.028","0.039","45.816","0.031","0","0.024","0","18.199","0","0","0","0","0","1.563","0","0","0.26","0.216","0","0","0.03","0","0.331","0.09","0","0.582","0","0.036","0.026","0","0.397","0.299","0.019","0","0.112","1.415"
"123",10063941,"FAME02-17-0201","SHIM2010P_F","1.268","0.024","0","10.679","0","0","0","4.846","0","0.024","0.062","0","0","8.59","0","","0","0","","0","","0.08","0.011","0.016","0.05","3.736","0","46.682","0.714","0","0.096","0.025","0.039","45.968","0.032","","0.027","","18.287","","0","0","0","0","1.563","0.097","0","0.263","0.206","0.01","0","0.033","0","0.323","0.086","0","0.577","0","0.038","0.019","0","0.362","0.296","0.017","0","","1.354"
"124",10064008,"FAME02-17-0202","SHIM2010P_B","1.24","0.021","0","10.596","0","0","0","4.828","0","0.025","0.062","0","0","8.597","0","0.022","0","0","0.022","0","0.163","0.077","0","0","0.049","3.786","0","46.871","0.718","0","0.097","0.027","0.038","46.153","0.032","0","0.026","0","18.286","0","0","0","0","0","1.559","0","0","0.268","0.209","0","0","0.03","0","0.33","0.083","0","0.592","0","0.031","0.027","0","0.38","0.315","","0","0.108","1.323"
"125",10068390,"FAME02-17-0203","SHIM2010P_F","1.276","0.026","0","10.759","0","0","0","4.888","0","0.026","0.061","0","0","8.701","0","","0","0","","0","0.165","0.077","0","0.021","0.045","3.777","0","46.338","0.707","0","0.102","0","0.064","45.631","0.038","","0.029","0","18.29","0","0","0","0","0","1.564","0.094","0","0.262","0.203","0.031","0","0.029","0","0.306","0.078","0","0.574","","0.037","0.028","0","0.347","0.283","0.017","0","0.117","1.382"
"126",10073779,"FAME02-17-0204","SHIM2010P_B","1.268","0","0","10.779","0","0","0","4.874","0","0.027","0.066","0","0","8.532","0","0.023","0","0","0.023","0","0.158","0.078","0","0","","3.741","0","46.807","0.728","","0.12","0.035","0.037","46.061","","0","0.024","0","18.212","0","0","0","0","0","1.557","0","0","0.262","0.208","0","0","0.03","0","0.328","0.086","0","0.58","0","0.035","","0","0.4","0.291","","0","0.105","1.356"
"127",10073797,"FAME02-17-0205","SHIM2010P_F","1.341","0","0","11.075","0","0","0","4.926","0","0.028","0.059","0","0","8.546","0","0.023","0","0","0.023","0","0.166","0.079","0","0","0.045","3.694","0","46.339","0.714","","0.101","0.026","0.037","45.608","0.038","0","0.022","0","18.212","0","0","0","0","0","1.563","0","0","0.262","0.205","0.018","0","0.029","0","0.321","0.083","0","0.561","0","0.042","0.02","0","0.379","0.29","0.022","0","0.113","1.437"
"128",10078518,"FAME02-17-0206","SHIM2010P_F","1.254","0.019","0","10.683","0","0","0","4.865","0","0.028","0.065","0","0","8.554","0","","","0","0.022","0","0.157","0.08","0.017","0","0.046","3.727","0","46.665","0.708","0","0.092","0","0.06","45.957","0.032","0","0.021","0","18.295","0","0","0","0","0","1.573","0.098","0","0.267","0.206","0.03","0","","0","0.331","0.088","0","0.568","0","0.039","0.023","0","0.379","0.295","","0","0.107","1.333"
